WKT,fid,tipe,nama,panjang
"LINESTRING (113.6528228 -8.1988723,113.6528711 -8.1990475,113.6529583 -8.1995015,113.6529985 -8.1997723,113.6530401 -8.1998824,113.6532252 -8.2003218,113.6533928 -8.2006802,113.6534685 -8.200874,113.6536147 -8.2011823,113.6537254 -8.2014156,113.6540805 -8.2023129,113.654226 -8.202616,113.6543418 -8.2028602,113.6544134 -8.2030111,113.6545653 -8.2033527,113.6548103 -8.2038752,113.6550813 -8.2043892,113.6553374 -8.2048634,113.6555627 -8.2052836,113.6556303 -8.2054033,113.6557034 -8.2055327,113.6558262 -8.2057353,113.655847 -8.2057561,113.6559148 -8.2058641)",512,primary,Jalan Otto Iskandardinata,849.588819734883
"LINESTRING (113.6972361 -8.189689,113.6967525 -8.1896301)",513,residential,Jalan Letnan Jenderal Suprapto XVIII,53.7226086773667
"LINESTRING (113.6964362 -8.1893317,113.6964483 -8.189368,113.6964711 -8.1893932,113.696516 -8.1894145,113.696803 -8.1894855)",514,residential,Jalan Letnan Jenderal Suprapto XVIII,46.0795868652716
"LINESTRING (113.6895236 -8.186981,113.6895983 -8.1870493,113.6899546 -8.1871015,113.690073 -8.1871189,113.6905703 -8.1872829,113.6906769 -8.1872997,113.6910295 -8.1873551,113.691582 -8.1875165,113.6920381 -8.1877242,113.6921453 -8.187773,113.6926275 -8.1879769)",515,residential,,362.654898304968
"LINESTRING (113.7001839 -8.1864283,113.6997664 -8.1864222,113.6994474 -8.1864064,113.6992506 -8.1863913,113.6988203 -8.186359,113.6986931 -8.1863566,113.6986009 -8.1863522,113.6985009 -8.1863455,113.6983572 -8.1863387,113.697956 -8.1863145,113.6975281 -8.1863038,113.6973 -8.1862907,113.696875 -8.1863857,113.6965154 -8.1864546,113.6962491 -8.1864649,113.6960238 -8.1863872,113.6956971 -8.1862831,113.6954777 -8.1862881,113.6949458 -8.1863202,113.6946049 -8.1863736,113.6941932 -8.1864347,113.693726 -8.1864918,113.69342 -8.1864639)",516,residential,Jalan Letnan Jenderal Suprapto XIV,753.050870614032
"LINESTRING (113.696803 -8.1894855,113.6967525 -8.1896301,113.6964046 -8.1904589,113.6962842 -8.1907284,113.6962198 -8.1912113,113.6962167 -8.1914263)",517,residential,Jalan Letnan Jenderal Suprapto XVIII,226.728513323522
"LINESTRING (113.6934791 -8.1857654,113.6937506 -8.1857746,113.6937681 -8.1857833,113.6937775 -8.1857965)",518,residential,,33.9031439616606
"LINESTRING (113.696778 -8.1905107,113.6964046 -8.1904589)",519,residential,Jalan Letnan Jenderal Suprapto XVIII,41.5712074664045
"LINESTRING (113.6963472 -8.1871048,113.6966266 -8.1871286,113.6966575 -8.1871386,113.6966769 -8.1871598,113.6966857 -8.1871857,113.6965924 -8.1876231,113.6965717 -8.1876483,113.6965529 -8.1876596,113.6965274 -8.1876609,113.6962429 -8.1876486)",520,residential,Jalan Letnan Jenderal Suprapto XVIII,130.436560700316
"LINESTRING (113.6907848 -8.1730695,113.6906664 -8.1731053,113.6904619 -8.1731661,113.6902574 -8.1732374,113.6901116 -8.1732915,113.6887899 -8.1739602,113.6887698 -8.1739702,113.6883543 -8.1741772,113.6869633 -8.1748457,113.6867071 -8.1749678,113.6863271 -8.1751324,113.6860294 -8.1752829,113.6856406 -8.1754794)",521,trunk,Jalan Gajah Mada,627.579682311506
"LINESTRING (113.6928076 -8.1548254,113.6928371 -8.1548217,113.6928654 -8.1548304,113.6928876 -8.15485,113.6928996 -8.1548768,113.6929004 -8.1548998,113.6928936 -8.1549218,113.6928799 -8.1549404,113.6928608 -8.1549535,113.6928384 -8.1549597,113.6927964 -8.154951,113.6927674 -8.1549197,113.6927613 -8.1548976,113.6927629 -8.1548747,113.6927719 -8.1548536,113.6927874 -8.1548365,113.6928076 -8.1548254)",522,secondary,,47.9863787977589
"LINESTRING (113.6890269 -8.1735046,113.6890079 -8.1733865,113.6889739 -8.1731502,113.6889437 -8.1729881,113.6889125 -8.1728208,113.688865 -8.1725203,113.6888502 -8.172445,113.6888196 -8.1722625,113.6888051 -8.1721916,113.6887974 -8.1721245,113.6887942 -8.1720965,113.688772 -8.1719053,113.6887677 -8.1717937,113.6887741 -8.1717132,113.6888158 -8.1716359,113.6888671 -8.1715765,113.6889693 -8.1714837,113.6891376 -8.1713554,113.689169 -8.1713288,113.689296 -8.1712215,113.6893319 -8.1711949,113.689362 -8.1711631,113.6893755 -8.1711402,113.6893885 -8.171103,113.6893969 -8.1710549,113.6894134 -8.1709591,113.6894251 -8.1708692,113.6894373 -8.1707628,113.6895041 -8.1704032,113.6895654 -8.1701709,113.6895664 -8.170167,113.6895965 -8.1700445,113.6896107 -8.1699867,113.689664 -8.1698314,113.689723 -8.1696529,113.689734 -8.16962,113.6897703 -8.1695138,113.6898822 -8.1691647,113.6900029 -8.1688003,113.6900671 -8.1685909,113.6901137 -8.1684369,113.6902343 -8.1680277,113.6902698 -8.1678939,113.6903174 -8.1676981)",523,secondary,Jalan Melati,688.732712723959
"LINESTRING (113.6713725 -8.1768569,113.6713405 -8.1766986,113.6713127 -8.1765214)",524,residential,The Argopuro,37.7201273931365
"LINESTRING (113.6903174 -8.1676981,113.6908879 -8.1679062,113.6909699 -8.1679341,113.6911523 -8.1679998,113.6913782 -8.1680635,113.6916491 -8.1681604,113.6918563 -8.168231,113.691912 -8.16825,113.6920964 -8.168327,113.6923861 -8.1684432,113.6928461 -8.168588,113.6929506 -8.168625,113.6931398 -8.1686947,113.6935294 -8.1688374,113.6936876 -8.1688979,113.6938781 -8.1689662,113.6940859 -8.1690379,113.6942328 -8.1690977,113.6942911 -8.1691262,113.6943179 -8.1691356,113.6943331 -8.1691409,113.6944326 -8.1694425,113.6944592 -8.1695374,113.6944713 -8.1695657,113.6944865 -8.1696072,113.694499 -8.1696412,113.6945685 -8.1698674,113.6946412 -8.1701007,113.6946619 -8.1701699,113.6947368 -8.1704206,113.6948201 -8.1706762,113.6949128 -8.1709246,113.694916 -8.170934,113.695064 -8.1713663,113.6951372 -8.1715675,113.6951886 -8.1717264)",525,secondary,Jalan Kenanga,772.349961589762
"LINESTRING (113.6815781 -8.1647922,113.6814533 -8.1651224,113.6812944 -8.1655402,113.6811702 -8.1658878,113.6809721 -8.1664026,113.6807795 -8.1668535,113.6807473 -8.1669288,113.6805649 -8.1674492,113.6802483 -8.168224,113.6801383 -8.16848,113.6799359 -8.1689512,113.6796931 -8.1695706,113.6795107 -8.1700432,113.679441 -8.1701812,113.6793781 -8.1702825,113.6793753 -8.1702871,113.6791728 -8.1705051,113.6788953 -8.1707308,113.6787629 -8.1708458,113.6784597 -8.1711089,113.6781249 -8.1713981,113.6780623 -8.1714931,113.6779977 -8.1715912,113.6779308 -8.1717715,113.6779212 -8.1718304,113.6778545 -8.1722385,113.6777871 -8.1725648,113.6777286 -8.1728609,113.677707 -8.173035,113.6777312 -8.1732686,113.6777928 -8.1735421,113.6778894 -8.173789,113.6780235 -8.1741559,113.6781069 -8.1744627,113.6781709 -8.1746876,113.678202 -8.1748414,113.6782635 -8.1752789,113.6782864 -8.1755591,113.6783018 -8.1756878,113.6783839 -8.1761118,113.6783963 -8.1762501,113.6783883 -8.1763245,113.6783801 -8.1763479,113.6783713 -8.1763733,113.6782542 -8.1765009,113.6780615 -8.1766411,113.6778559 -8.1768014,113.6776544 -8.1769801,113.6775119 -8.1770812,113.677415 -8.1772108,113.6773802 -8.1773167,113.6773855 -8.1773635,113.6774354 -8.1774791,113.6774575 -8.1775213,113.677476 -8.1775518,113.6776632 -8.1778531,113.6778384 -8.1782913,113.6780075 -8.1786545,113.6781735 -8.1790028)",526,secondary,Jalan Teratai,1768.81705521101
"LINESTRING (113.6857523 -8.1766709,113.6857359 -8.1768265,113.6857008 -8.1770166,113.6855925 -8.1777058,113.6855364 -8.1780634,113.6855139 -8.1782469,113.6853348 -8.1793196,113.6852632 -8.1798383,113.6850187 -8.1814565)",527,tertiary,Jalan Jayanegara,535.832178407329
"LINESTRING (113.6878054 -8.1471073,113.6878072 -8.1472729,113.6878346 -8.1474315,113.6879287 -8.1475747,113.6881267 -8.1477657,113.6884385 -8.1480003,113.688725 -8.1482279,113.688803 -8.1482899,113.6889213 -8.1483822,113.6891055 -8.1485215,113.6893794 -8.1487393,113.6897045 -8.1489668,113.690139 -8.1492907,113.6903029 -8.1494047,113.6905441 -8.1495724,113.6909142 -8.1497556,113.6911529 -8.149806,113.6911833 -8.1498142,113.6912715 -8.1498428,113.6913139 -8.1498565,113.691448 -8.1499096,113.6915767 -8.1499706,113.6918583 -8.1501366,113.6919727 -8.1502128,113.692203 -8.1503662,113.6923116 -8.1504393,113.6924203 -8.1505176,113.6925262 -8.1506291,113.692582 -8.1507147,113.6926187 -8.1508109,113.6926255 -8.1509955,113.6926236 -8.1510419,113.6926161 -8.1512289,113.692608 -8.1514588,113.6925842 -8.1520987,113.6925798 -8.1522167,113.6925519 -8.1528709,113.6925383 -8.1533466,113.6925519 -8.153455,113.6925642 -8.1535063,113.6925772 -8.1535603,113.6926324 -8.1537471,113.6926576 -8.1538697,113.6926885 -8.1540582,113.6927354 -8.1544047,113.6927663 -8.1546343,113.6928076 -8.1548254)",528,unclassified,Jalan Manyar,1139.67616253399
"LINESTRING (113.6820348 -8.1545679,113.6822104 -8.1549217,113.6822614 -8.1550127)",529,secondary,Jalan Kasuari,55.2175568438818
"LINESTRING (113.6822614 -8.1550127,113.6823419 -8.1551932,113.6824062 -8.1553552,113.6825095 -8.1556034,113.6826812 -8.1559937,113.6827643 -8.1561915,113.6828703 -8.1565088,113.6828971 -8.1566774,113.6829011 -8.1571102,113.6829118 -8.1573173,113.6829226 -8.1575615,113.6829829 -8.1580195,113.6830567 -8.1582864,113.6831237 -8.158593,113.6831814 -8.1588917,113.6832015 -8.1594546,113.6831626 -8.1597493,113.6830835 -8.1600029,113.6829829 -8.1602352,113.6828086 -8.1605538,113.6826396 -8.1608777,113.6826047 -8.1610344,113.682586 -8.1611406,113.6825967 -8.16126,113.6826637 -8.1616052,113.6826798 -8.161799,113.6826557 -8.1620061,113.6825591 -8.1624017,113.6824814 -8.1627057,113.6824116 -8.1629168,113.6822668 -8.1631703,113.6821394 -8.1633522,113.6818638 -8.1638673,113.6817719 -8.1640332,113.681729 -8.1641228,113.6816759 -8.1642385)",530,secondary,Jalan Cempaka,1077.23263658063
"LINESTRING (113.6928996 -8.1548768,113.6930519 -8.1548746,113.693172 -8.1548879,113.6933456 -8.1549227,113.6937627 -8.1550259,113.6938825 -8.1550548,113.6942804 -8.1551507,113.6947001 -8.1552415,113.6949804 -8.1553021,113.6952022 -8.1553536,113.6954606 -8.1554136,113.6955473 -8.1554317,113.6960238 -8.1555198,113.6961961 -8.1555577,113.6963444 -8.1555903,113.6966515 -8.1556579)",531,secondary,Jalan Cendrawasih,423.248610611101
"LINESTRING (113.6927674 -8.1549197,113.6920944 -8.1551109,113.6916208 -8.1552505,113.6915901 -8.1552596,113.6911046 -8.1554109,113.6905199 -8.1555968,113.6899808 -8.1557561,113.6894873 -8.1558888,113.6888751 -8.1560362,113.6887336 -8.1560415,113.6885914 -8.1560276,113.6883768 -8.1559738,113.6882045 -8.1559365,113.6880826 -8.1559102,113.6879718 -8.1558862)",532,secondary,Jalan Merak,548.258604746394
"LINESTRING (113.6879629 -8.1788208,113.6880582 -8.1787013,113.6880917 -8.1786502,113.6881537 -8.1785672,113.6882325 -8.1783219,113.6882741 -8.1781077,113.6883165 -8.1778471,113.6883739 -8.1775083,113.6884144 -8.1770135,113.6884356 -8.1766331,113.6884227 -8.1761808,113.688423 -8.176148,113.6884174 -8.1758245,113.6884139 -8.1756234,113.6884104 -8.1754225,113.6883945 -8.174794,113.6883944 -8.1746936,113.6883543 -8.1741772)",533,residential,Jalan Kertanegara,524.126118353385
"LINESTRING (113.678509 -8.184551,113.6784567 -8.184568,113.678172 -8.1845899,113.678106 -8.1845889,113.6780731 -8.1845846,113.6780336 -8.1845627,113.6776433 -8.1842806,113.677597 -8.1842275,113.6775696 -8.1841797,113.6775494 -8.184051,113.6775508 -8.1838724,113.6775662 -8.1838213,113.6777109 -8.1836361,113.6780361 -8.1832079,113.6781616 -8.1832037,113.6782864 -8.1833162,113.6787276 -8.1836879)",534,tertiary,Jalan Nusantara,342.126246075531
"LINESTRING (113.7462911 -8.1872227,113.7463917 -8.1872546,113.7466035 -8.1873049)",535,trunk,Jalan Brigadir Jenderal Katamso,35.6519591096005
"LINESTRING (113.6780361 -8.1832079,113.6780261 -8.183109,113.6779591 -8.182302,113.6779275 -8.1818177,113.6779079 -8.1815171,113.6778692 -8.1810745,113.6777969 -8.1804718,113.6776574 -8.1798213,113.6775478 -8.1794965)",536,tertiary,Jalan Nusantara,415.553329328145
"LINESTRING (113.7023954 -8.1562672,113.7024616 -8.1564624,113.702647 -8.1571036,113.7027144 -8.1575545,113.7027611 -8.1578628,113.7028506 -8.1584245,113.7028694 -8.1584676,113.702901 -8.1585148,113.7029513 -8.158544,113.7029903 -8.1585545,113.7035796 -8.1584032,113.7036843 -8.1583942,113.7037311 -8.1584669,113.7040195 -8.1588121,113.704179 -8.1590262,113.7043382 -8.1591988,113.7044433 -8.1593126,113.704467 -8.1593297,113.7046498 -8.1594612)",537,secondary,Jalan Nusa Indah,505.541826060151
"LINESTRING (113.7291641 -8.1864996,113.7294736 -8.1865273,113.729706 -8.186537,113.7306766 -8.18653,113.7309422 -8.1865154,113.7312412 -8.1864861,113.7314623 -8.186452,113.7316905 -8.1864198,113.7320387 -8.1864002,113.7320969 -8.1863985)",538,trunk,Jalan Letnan Jenderal MT. Haryono,324.377524059906
"LINESTRING (113.7235207 -8.2069023,113.7233825 -8.2069279,113.7233134 -8.2069385,113.7232335 -8.2069733)",539,secondary,,32.8243468728078
"LINESTRING (113.7117463 -8.1571726,113.7121493 -8.1573564,113.7123115 -8.157426)",540,secondary,Jalan Mastrip,68.3516778611554
"LINESTRING (113.7123115 -8.157426,113.7134309 -8.1578944,113.7137672 -8.158036,113.7138515 -8.1580729,113.7142494 -8.1582419,113.7143791 -8.1582965)",541,secondary,Jalan Mastrip,247.531548481086
"LINESTRING (113.742868 -8.1571695,113.7427656 -8.1573083,113.7425003 -8.1577377,113.7424341 -8.1578085,113.7423762 -8.1578432,113.7422988 -8.1578508,113.7418776 -8.1578633,113.7414935 -8.1578631,113.7410949 -8.157796,113.7410214 -8.1577925,113.7409642 -8.1578045,113.7408916 -8.1578498,113.7406746 -8.1581271,113.7405588 -8.158235,113.7404767 -8.158283,113.7403326 -8.1583501,113.7401469 -8.1583532,113.7400979 -8.1583567,113.7399463 -8.1583514,113.7398041 -8.1583313,113.7396727 -8.1582837,113.7396295 -8.1582645,113.7393679 -8.1581481,113.7389982 -8.1580753,113.738848 -8.1580474,113.7386663 -8.1580122)",542,unclassified,Jalan Koptu Berlian,532.992540296965
"LINESTRING (113.7333843 -8.164081,113.733265 -8.1640492,113.733163 -8.1640359,113.7329793 -8.1640332,113.7328224 -8.1640492,113.7326936 -8.1640638,113.7325005 -8.1640837,113.7322886 -8.1641036,113.7321854 -8.164101,113.73218 -8.1641009,113.7320392 -8.1640956,113.7317904 -8.1640691,113.731496 -8.1640213,113.7313224 -8.1639972,113.7311695 -8.1639761,113.7311485 -8.1639746,113.7310575 -8.1639682,113.7310433 -8.163968,113.7309542 -8.1639668,113.7308148 -8.1639695,113.730718 -8.1639739,113.7306404 -8.1639775,113.7302233 -8.1640093,113.7300101 -8.1639934,113.729599 -8.1638949,113.7295166 -8.1638752,113.7289372 -8.1637252,113.7283661 -8.1635809,113.7283015 -8.1635646,113.7280125 -8.1635002,113.7277094 -8.1634246,113.727404 -8.1633529,113.7273547 -8.1633449,113.7273262 -8.1633426)",543,unclassified,Jalan Kaliurang,678.949753422891
"LINESTRING (113.7333843 -8.164081,113.7336968 -8.1642018,113.733847 -8.1642642,113.7339596 -8.164316,113.734087 -8.1644049,113.7342051 -8.1645164,113.7343137 -8.1646532,113.7344089 -8.164774,113.7344679 -8.1648881,113.7345202 -8.1650474,113.7345766 -8.165309,113.7345967 -8.1653714,113.7346104 -8.1653962,113.7346242 -8.1654152,113.7346429 -8.1654304,113.7346859 -8.165451,113.734885 -8.1655333,113.7355086 -8.165747,113.7357916 -8.1658439,113.7366338 -8.1661294,113.7367424 -8.1661765,113.736776 -8.1661951,113.7367957 -8.1662093,113.7368128 -8.1662303,113.7368239 -8.1662565,113.7368309 -8.1662777,113.7368326 -8.1663066,113.7368283 -8.1663394,113.7367679 -8.1665489,113.7365185 -8.167356,113.7364608 -8.167587,113.7364226 -8.1678153,113.7364045 -8.1679666,113.7364072 -8.1680416,113.7364212 -8.1681233,113.7364568 -8.1682255,113.7365627 -8.1684074,113.7367491 -8.1686357,113.7369309 -8.1688614,113.7369617 -8.1689005,113.7369771 -8.1689284,113.7369926 -8.1689649,113.7370033 -8.1690313,113.7370047 -8.169474,113.7370335 -8.1699473,113.7370402 -8.1701504,113.7370361 -8.1704032,113.737014 -8.1706575,113.7369905 -8.1708261,113.7369825 -8.1708931,113.7369805 -8.1709568,113.7369912 -8.1710019,113.7370086 -8.1710517,113.7370542 -8.1711573,113.7371052 -8.1712522,113.7372507 -8.1714885,113.7373821 -8.1716929,113.7374613 -8.1717991,113.7375282 -8.1718681,113.7375914 -8.1719172,113.7376973 -8.1719942,113.7381919 -8.1723279,113.739019 -8.1728241,113.7396292 -8.1731777,113.739835 -8.1733058,113.74016 -8.1735616,113.7403985 -8.1737804,113.7405696 -8.173913,113.7407497 -8.1740333,113.7409217 -8.1741191,113.7411691 -8.1742284,113.7414926 -8.1743439,113.7417765 -8.1744639,113.7422557 -8.1746996,113.7427565 -8.1749277)",544,unclassified,Jalan Kaliurang,1814.97954335079
"LINESTRING (113.7313027 -8.1643995,113.7317589 -8.1644613,113.7317904 -8.1640691)",545,residential,,94.3178179731555
"LINESTRING (113.664186 -8.1853527,113.6640502 -8.1854069,113.6636415 -8.1855701,113.6633013 -8.1856973,113.6626981 -8.1859371,113.6622882 -8.1861022,113.6617001 -8.1863283,113.6611355 -8.1865454,113.6600143 -8.1869701,113.6599863 -8.18698,113.659857 -8.1870257,113.6594354 -8.1871747,113.6590583 -8.1873165,113.6583716 -8.1875628,113.6579675 -8.1877114,113.657628 -8.1878516,113.6575242 -8.187885,113.6569767 -8.1881016,113.6564725 -8.1882992,113.6561924 -8.1884034,113.655873 -8.1885281,113.655478 -8.1886805,113.6552231 -8.1887789,113.6549766 -8.1888729,113.6548239 -8.1889315,113.6545971 -8.1890176,113.6542419 -8.1891514,113.6540179 -8.1892418,113.6536767 -8.1893652,113.6528157 -8.1897141,113.652696 -8.1897582,113.6526579 -8.1897709,113.6526297 -8.1897822,113.6524906 -8.1898479,113.6524748 -8.1898542)",546,trunk,Jalan Hayam Wuruk,1384.29530904537
"LINESTRING (113.705152 -8.1568206,113.7053123 -8.1568248,113.7059372 -8.1568925,113.7066051 -8.1569097,113.7070705 -8.1569203)",547,unclassified,Jalan Belimbing Barat,212.018475315232
"LINESTRING (113.6543114 -8.1820631,113.6543758 -8.1818401,113.6544382 -8.1817093,113.6544811 -8.1816363,113.6545381 -8.1815547,113.6546561 -8.1814219,113.6547393 -8.1813469,113.6551763 -8.1809504,113.6556352 -8.1805362,113.6559762 -8.1802399,113.6560757 -8.1801569,113.6561105 -8.180119,113.6561514 -8.1800653,113.6562058 -8.179977,113.6563157 -8.1797602,113.6565378 -8.1792807,113.6566651 -8.1789482,113.6567856 -8.1785902,113.6568345 -8.1784199,113.6568884 -8.1782321,113.6570107 -8.1777971,113.6571611 -8.1773253,113.6573121 -8.1767785,113.6573745 -8.1765563,113.6574462 -8.1763008,113.6575646 -8.1757884,113.6575914 -8.1756376,113.657628 -8.1754324,113.6576826 -8.1750055,113.6576951 -8.1749041,113.6577042 -8.1747192,113.6576873 -8.1742668,113.6576906 -8.1740067,113.657692 -8.1739007,113.657689 -8.1737778,113.6576753 -8.1730432,113.6576581 -8.1726039,113.6576378 -8.1723356,113.6575393 -8.1716291,113.6575291 -8.1715558,113.6575495 -8.1714637,113.6576149 -8.1711687,113.6577619 -8.1708257,113.6578285 -8.1707249,113.6580999 -8.1706024,113.6584179 -8.1704996,113.6586498 -8.1704246,113.659021 -8.1703165,113.6592747 -8.1702441,113.6596876 -8.1701262,113.6598031 -8.1700954)",548,secondary,Jalan Bandeng,1602.61695000947
"LINESTRING (113.7278912 -8.1329376,113.7280091 -8.1328633,113.7280843 -8.1327465,113.7281441 -8.1326417,113.7281781 -8.1325262,113.7281744 -8.1324594,113.728136 -8.1323556,113.7280305 -8.1322094,113.7275839 -8.1317164,113.7268343 -8.1311295,113.7265767 -8.1309039,113.7264195 -8.13069,113.7262657 -8.1303887,113.7261476 -8.1300754,113.7260725 -8.1298577,113.7260386 -8.1297979,113.7259706 -8.1297143,113.7258875 -8.129632,113.7257624 -8.1295059,113.7257225 -8.1294818,113.7251696 -8.1291474,113.7249059 -8.1290106,113.7245974 -8.1288566,113.7241718 -8.128603,113.7237123 -8.1282618,113.7235541 -8.1281344,113.7234468 -8.1280149,113.7233127 -8.1278768,113.7226824 -8.1272556,113.7225893 -8.1271799,113.7225037 -8.1271313,113.7223337 -8.127067,113.7219777 -8.1269807,113.721739 -8.1269116,113.7215826 -8.1268492,113.7214566 -8.1267616,113.7214137 -8.1266926,113.7214003 -8.1266129,113.7214003 -8.1265279,113.7214171 -8.1264496,113.7216068 -8.1258695,113.7216738 -8.1256755,113.721706 -8.1255323,113.7217572 -8.1252189,113.72179 -8.1250795,113.7218141 -8.1250185,113.7218643 -8.1249375,113.7219447 -8.1248419,113.7220582 -8.1247104,113.7221414 -8.1246308,113.722449 -8.1242922,113.7225456 -8.1241594,113.7225884 -8.1240611,113.7226206 -8.1239124,113.722618 -8.1238037,113.7225992 -8.1237373,113.7225598 -8.1236802,113.7225107 -8.1236311,113.7224624 -8.1235859,113.7221807 -8.1233548,113.7219554 -8.1231504,113.7217302 -8.1228982,113.721588 -8.1227241,113.7214727 -8.1226061,113.7211428 -8.1223074,113.7206608 -8.1217551,113.7195531 -8.1204301,113.7190775 -8.1197782,113.7186752 -8.1192684,113.7186081 -8.1192206,113.7185284 -8.1191821,113.718236 -8.1190812,113.7181387 -8.1190453,113.7180555 -8.1190055,113.7179858 -8.1189524,113.7178624 -8.1188886,113.7177002 -8.1187346,113.7174493 -8.1184585,113.7172624 -8.1182023,113.717173 -8.1180125,113.7170317 -8.1176208,113.7169352 -8.1174056,113.7168646 -8.117237,113.7166071 -8.1166448,113.7165105 -8.1164244,113.7164435 -8.1162545,113.7162236 -8.1157753,113.7160117 -8.1154618,113.715561 -8.1149414,113.7154806 -8.114822,113.7153893 -8.1147297,113.7153062 -8.1146729,113.7152067 -8.1146269,113.7151527 -8.1146154,113.7150887 -8.1146216,113.7149532 -8.1146561,113.714755 -8.1148697,113.7146048 -8.1150091,113.7144758 -8.1150757,113.7143406 -8.1151246,113.7142132 -8.1151446,113.7140657 -8.1151539,113.7139691 -8.1151552,113.7138619 -8.1151339,113.7137184 -8.1150715,113.7136768 -8.1149866,113.7136875 -8.1148923,113.7137572 -8.1148034,113.7138565 -8.1147171,113.7139048 -8.1146414,113.7139108 -8.1145392,113.7138911 -8.1144755,113.7137398 -8.1143028,113.7135118 -8.1140373,113.7131415 -8.1136418,113.7126801 -8.1130815,113.7125482 -8.1129519,113.712341 -8.1127494,113.7116866 -8.1121055,113.7112961 -8.1117299,113.7111904 -8.1116342,113.7110321 -8.1115021,113.7108578 -8.1113832,113.7106794 -8.111293,113.7102045 -8.1111111,113.7096304 -8.1108615,113.7094052 -8.1107659,113.7092522 -8.1106864,113.7091611 -8.110596,113.7090832 -8.1104553,113.709035 -8.1102906,113.7090162 -8.1099986,113.7089827 -8.10965,113.7089545 -8.1095365,113.7088955 -8.1094436,113.7084813 -8.1086854,113.7083526 -8.1084703,113.7082625 -8.1082699,113.7081487 -8.1079034,113.7080723 -8.1076531,113.7079496 -8.1074201,113.7078108 -8.1071625,113.7077062 -8.1069826,113.7075808 -8.1067509,113.7074105 -8.1062776,113.7073481 -8.1061402,113.7072408 -8.1059689,113.7071402 -8.1058547,113.7069853 -8.1056363,113.7068371 -8.1054697,113.7067815 -8.1053867,113.7067229 -8.1052614,113.7066425 -8.1050728,113.7065781 -8.1048869,113.7064992 -8.1047335,113.7064308 -8.1045987,113.7064022 -8.1044775,113.7064007 -8.1043452,113.7064066 -8.1042151,113.7063986 -8.104024,113.7063932 -8.1039045,113.7063556 -8.1037637,113.706322 -8.1036487,113.7062629 -8.1035557,113.7061906 -8.1034841,113.7061155 -8.1034416,113.7059679 -8.1033699,113.7058365 -8.1033194,113.7056704 -8.1032551,113.7055711 -8.10319,113.705435 -8.1030844,113.7052855 -8.1029563,113.7050749 -8.1027618,113.7049998 -8.1027107,113.7048738 -8.1026344,113.7047437 -8.1025467,113.704631 -8.1024626,113.7045478 -8.1023829,113.7044875 -8.1022978,113.7044171 -8.1021451,113.70427 -8.1017899,113.7041976 -8.1016811,113.7041274 -8.1015755,113.7040544 -8.1014699,113.7039343 -8.1013305,113.7038284 -8.101219,113.7037265 -8.1011121,113.7034132 -8.100771,113.7030618 -8.1004152,113.702835 -8.1001276,113.7027787 -8.1000187,113.7027319 -8.0999133,113.7027078 -8.0997938,113.7027051 -8.099685,113.7027104 -8.099584,113.7027319 -8.0995097,113.7027694 -8.0994274,113.7028499 -8.0993477,113.7033355 -8.099045,113.7034144 -8.0989645,113.7034615 -8.0989069,113.7034883 -8.0988326,113.7035071 -8.0987024,113.7035178 -8.0985989,113.7035071 -8.0984634,113.7034857 -8.0983811,113.7034547 -8.098298,113.7034146 -8.098213,113.7033657 -8.0981035,113.7031504 -8.0975234,113.7030753 -8.0973401,113.7030611 -8.0973038,113.7030121 -8.0971774,113.702968 -8.0970826,113.7029263 -8.0970154,113.7028753 -8.096941,113.702799 -8.0968542,113.7027454 -8.0967639,113.7026956 -8.0966941,113.7026703 -8.0966364,113.7026393 -8.0965427,113.7026086 -8.0960682,113.7025857 -8.0957036,113.7025442 -8.0954893,113.7024959 -8.0952848,113.7024381 -8.0951087,113.7023282 -8.0948831,113.7021814 -8.0946027,113.7021243 -8.0943998,113.7020775 -8.0942465,113.7020104 -8.0941137,113.70193 -8.0939677,113.7018397 -8.093813,113.7017352 -8.0936934,113.7015811 -8.0935456,113.7014586 -8.093481,113.7012764 -8.0934412,113.7009778 -8.0934366,113.7008759 -8.0934207,113.7007912 -8.0933933,113.7006839 -8.0933349,113.7005674 -8.0932427,113.7005309 -8.093208,113.7001958 -8.0929153,113.7000027 -8.0927428,113.6998391 -8.0925675,113.6993014 -8.0920638,113.6988844 -8.0917071,113.6986953 -8.0915166,113.6985464 -8.0913599,113.6983638 -8.0912025,113.6979993 -8.0909244,113.697662 -8.0906847,113.6975057 -8.0905971,113.6973403 -8.0905364,113.696857 -8.0903941,113.6966729 -8.0903296,113.696556 -8.0902757,113.6963182 -8.0901351,113.6962433 -8.0900682,113.6960582 -8.0898948,113.695934 -8.0897613,113.6958361 -8.0896126,113.6957525 -8.089474,113.6956818 -8.0893828,113.6956007 -8.089318,113.6953303 -8.0891805,113.6949269 -8.0890058,113.6946586 -8.0889327,113.6944794 -8.0889043,113.6944205 -8.0889095,113.6943781 -8.0889282,113.6943515 -8.0889527,113.694332 -8.0889918,113.694319 -8.0890703,113.6943125 -8.0893443,113.6943072 -8.08942,113.6942778 -8.0895001,113.6942373 -8.0895546,113.6941622 -8.0896098)",549,tertiary,Jalan Rembangan,6998.97862204047
